start,dur,text
6026.93,4.5,programs can use to talk to the daemon
6029.18,4.44,and provide instructions you could
6031.43,5.31,create your own tools using this REST
6033.62,5.28,API and the docker CLI is nothing but
6036.74,4.89,the command-line interface that we've
6038.9,4.86,been using until now to perform actions
6041.63,6.06,such as running a container stopping
6043.76,6.57,containers destroying images etc it uses
6047.69,6.48,the REST API to interact with the docker
6050.33,6.9,demon something to note here is that the
6054.17,5.64,docker CLI need not necessarily be on
6057.23,5.94,the same host it could be on another
6059.81,6.93,system like a laptop and can still work
6063.17,6.36,with a remote docker engine simply use
6066.74,6.15,the dash 8 option on the docker command
6069.53,6.36,and specify the remote docker engine
6072.89,6.42,address and a port as shown here for
6075.89,6.33,example to run a container based on ng
6079.31,7.71,INX on a remote docker host run the
6082.22,16.08,command docker dash H equals 10.1 23
6087.02,11.9,2000 call n' to 375 run and the Ln X now
6098.3,3.2,let's try
6098.92,5.67,understand how exactly our applications
6101.5,4.05,containerized in docker how does it work
6104.59,4.05,under the hood
6105.55,6.3,docker uses namespaces to isolate
6108.64,6.3,workspace process IDs network
6111.85,6.21,inter-process communication mounds and
6114.94,5.759,unix time sharing systems are created in
6118.06,8.13,their own namespace thereby providing
6120.699,7.741,isolation between containers let's take
6126.19,5.73,a look at one of the namespace isolation
6128.44,6.09,technique process ID namespaces whenever
6131.92,4.98,a Linux system boots up it starts with
6134.53,5.16,just one process with a process ID of
6136.9,4.89,one this is the root process and kicks
6139.69,4.77,off all the other processes in the
6141.79,4.83,system by the time the system boots up
6144.46,5.219,completely we have a handful of
6146.62,5.76,processors running this can be seen by
6149.679,6,running the PS command to list all the
6152.38,6.45,running processes the process IDs are
6155.679,6.691,unique and two processes cannot have the
6158.83,6.03,same process ID now if we were to create
6162.37,4.55,a container which is basically like a
6164.86,5.58,child system within the current system
6166.92,5.77,the child system needs to think that it
6170.44,4.82,is an independent system on its own and
6172.69,5.37,it has its own set of processes
6175.26,6.939,originating from a root process with a
6178.06,6.179,process ID of one but we note that there
6182.199,4.381,is no hard isolation between the
6184.239,3.96,containers and the underlying host so
6186.58,4.17,the processes running inside the
6188.199,4.621,container or in fact processes running
6190.75,4.44,on the underlying host and so two
6192.82,5.76,processes cannot have the same process
6195.19,6.09,ID of one this is where namespaces come
6198.58,4.92,into play with process ID namespaces
6201.28,5.13,each process can have multiple process
6203.5,4.65,IDs associated with it for example when
6206.41,3.66,the processes start in the container
6208.15,4.23,it's actually just another set of
6210.07,4.98,processes on the base Linux system and
6212.38,6.33,it gets the next available process ID in
6215.05,6.39,this case 5 & 6 however they also get
6218.71,4.95,another process ID starting with PID 1
6221.44,5.07,in the container name space which is
6223.66,4.95,only visible inside the container so the
6226.51,4.77,container thinks that it has its own
6228.61,3.489,root process tree and so it is an
6231.28,3.699,independent
6232.099,5.491,system so how does that relate to an
6234.979,5.94,actual system how do you see this on a
6237.59,5.969,host let's say I were to run an ng I
6240.919,4.05,next server as a container we know that
6243.559,4.71,the ng r NX container
6244.969,5.55,runs an ng Aria next service if we were
6248.269,4.83,to list all the services inside the
6250.519,5.011,docker container we see that the ng
6253.099,5.73,ionic service running with a process ID
6255.53,5.129,of one this is the process ID of the
6258.829,5.19,service inside of the container
6260.659,6.09,namespace if we list the services on the
6264.019,6.18,docker host we will see the same service
6266.749,6.45,but with a different process ID that
6270.199,5.82,indicates that all processes are in fact
6273.199,5.331,running on the same host but separated
6276.019,7.08,into their own containers using
6278.53,6.759,namespaces so we learned that the
6283.099,4.53,underlying docker host as well as the
6285.289,6.27,containers share the same system
6287.629,6.09,resources such as CPU and memory how
6291.559,4.471,much of the resources are dedicated to
6293.719,4.68,the host and the containers and how does
6296.03,5.969,docker manage and share the resources
6298.399,5.76,between the containers by default there
6301.999,5.281,is no restriction as to how much of a
6304.159,5.73,resource a container can use and hence a
6307.28,5.879,container may end up utilizing all of
6309.889,5.34,the resources on the underlying host but
6313.159,5.88,there is a way to restrict the amount of
6315.229,6.66,CPU or memory a container can use docker
6319.039,4.59,uses C groups or control groups to
6321.889,4.94,restrict the amount of hardware
6323.629,6.901,resources allocated to each container
6326.829,6.37,this can be done by providing the - -
6330.53,6.089,CPUs option to the docker run command
6333.199,5.851,providing a value of 0.5 will ensure
6336.619,5.911,that the container does not take up more
6339.05,6.839,than 50% of the host CPU at any given
6342.53,6.629,time the same goes with memory setting a
6345.889,5.431,value of 100 m to the - - memory option
6349.159,4.97,limits the amount of memory the
6351.32,5.969,container can use to a hundred megabytes
6354.129,5.921,if you are interested in reading more on
6357.289,5.79,this topic refer to the links I posted
6360.05,5.189,in the reference page that's it for now
6363.079,4.62,on docker engine in the
6365.239,4.741,lecture we talk about other advanced
6367.699,14.79,topics on docker storage and file
6369.98,14.61,systems see you in the next layer in
6382.489,4.411,this course we learned that containers
6384.59,4.319,share the underlying OS kernel and as a
6386.9,4.23,result we cannot have a windows
6388.909,4.951,container running on Linux host or
6391.13,4.92,vice-versa we need to keep this in mind
6393.86,3.929,while going through this lecture as it's
6396.05,4.23,very important concept and most
6397.789,5.011,beginners tend to have an issue with it
6400.28,5.669,so what are the options available for
6402.8,6.029,docker on Windows there are two options
6405.949,5.641,available the first one is darker on
6408.829,5.341,Windows using docker toolbox and the
6411.59,4.77,second one is the docker desktop for
6414.17,4.949,Windows option we will look at each of
6416.36,5.85,these now let's take a look at the first
6419.119,5.571,option docker toolbox this was the
6422.21,5.099,original support for docker on Windows
6424.69,5.139,imagine that you have a Windows laptop
6427.309,4.591,and no access to any Linux system
6429.829,4.951,whatsoever but you would like to try
6431.9,5.4,docker you don't have access to a Linux
6434.78,5.489,system in the lab or in the cloud what
6437.3,4.739,would you do what I did was to install a
6440.269,4.051,virtualization software on my Windows
6442.039,4.921,system like Oracle VirtualBox or we my
6444.32,6.029,workstation and deploy a Linux VM on it
6446.96,5.849,such as Ubuntu or Debian then install
6450.349,5.52,docker on the Linux VM and then play
6452.809,6,around with it this is what the first
6455.869,5.341,option really does it doesn't really
6458.809,4.44,have anything much to do with Windows
6461.21,4.619,you cannot create Windows based docker
6463.249,4.981,images or run Windows based docker
6465.829,4.321,containers you obviously cannot run
6468.23,4.739,Linux container directly on Windows
6470.15,5.67,either you're just working with docker
6472.969,5.911,on a Linux virtual machine on a Windows
6475.82,5.399,host docker however provides us with a
6478.88,5.4,set of tools to make this easy which is
6481.219,5.67,called as the docker toolbox the docker
6484.28,5.489,toolbox contains a set of tools like
6486.889,4.83,Oracle VirtualBox dr. engine docker
6489.769,4.741,machine docker compose and a user
6491.719,4.471,interface called kite Matic this will
6494.51,3.27,help you get started by simply
6496.19,2.81,downloading and running the docker
6497.78,4.16,toolbox executed
6499,5.43,I will install worship works deploy a
6501.94,4.86,lightweight VM called boot to docker
6504.43,4.41,which has darker running in it already
6506.8,4.14,so that you are all set to start with
6508.84,2.99,docker easily and with within a short
6510.94,3.81,period of time
6511.83,4.87,now what about requirements you must
6514.75,5.37,ensure that your operating system is
6516.7,5.46,64-bit Windows 7 or higher and that the
6520.12,5.31,virtualization is enabled on the system
6522.16,5.46,now remember docker to box is a legacy
6525.43,4.29,solution for all the Windows systems
6527.62,5.97,that do not meet requirements for the
6529.72,6.54,newer docker for Windows option the
6533.59,5.28,second option is the newer an option
6536.26,4.05,called docker desktop for Windows in the
6538.87,4.14,previous option we saw that we had
6540.31,5.16,Oracle VirtualBox installed on Windows
6543.01,5.58,and then a Linux system and then docker
6545.47,4.95,on that Linux system now with docker for
6548.59,3.54,Windows we take out Oracle VirtualBox
6550.42,3.84,and use the native virtualization
6552.13,4.59,technology available with Windows called
6554.26,4.05,Microsoft hyper-v during the
6556.72,3.48,installation process for docker for
6558.31,4.11,Windows it will still automatically
6560.2,4.32,create a Linux system underneath but
6562.42,4.92,this time it is created on the Microsoft
6564.52,4.55,hyper-v instead of Oracle VirtualBox and
6567.34,4.41,have docker running on that system
6569.07,4.63,because of this dependency on hyper-v
6571.75,4.2,this option is only supported for
6573.7,4.85,Windows 10 enterprise or professional
6575.95,4.5,Edition and on Windows Server 2016
6578.55,5.56,because both these operating systems
6580.45,6.39,come with hyper-v support by default now
6584.11,5.31,here is the most important point so far
6586.84,4.83,whatever we have been discussing with
6589.42,4.92,Dockers support for Windows it is
6591.67,5.22,strictly for Linux containers Linux
6594.34,4.92,applications packaged into Linux docker
6596.89,4.23,images we're not talking about Windows
6599.26,4.41,applications or Windows images or
6601.12,5.31,windows containers both the options we
6603.67,6.51,just discussed will help you run a Linux
6606.43,7.32,container on a Windows host with Windows
6610.18,5.28,Server 2016 Microsoft announced support
6613.75,4.35,for Windows containers for the first
6615.46,4.95,time you can now packaged applications
6618.1,4.59,Windows applications into Windows docker
6620.41,4.65,containers and run them on Windows
6622.69,5.37,docker host using docker desktop for
6625.06,5.97,Windows when you install docker desktop
6628.06,4.74,for Windows the default option is to
6631.03,3.75,work with Linux containers
6632.8,4.31,but if you would like to run Windows
6634.78,5.49,containers then you must explicitly
6637.11,7.03,configure docker for Windows to switch
6640.27,6.33,to using Windows containers in early
6644.14,5.19,2016 Microsoft announced Windows
6646.6,4.8,containers now you could create Windows
6649.33,3.66,based images and run Windows containers
6651.4,4.29,on a Windows server just like how you
6652.99,5.76,would run Linux containers on a Linux
6655.69,5.25,system now you can create Windows images
6658.75,4.76,container as your applications and share
6660.94,5.64,them through the docker store as well
6663.51,6.1,unlike in Linux there are two types of
6666.58,5.1,containers in Windows the first one is a
6669.61,4.35,Windows Server container which works
6671.68,4.56,exactly like Linux containers where the
6673.96,4.56,OS kernel is shared with the underlying
6676.24,4.47,operating system to allow better
6678.52,3.72,security boundary between containers and
6680.71,3.87,to a lot of kernels with different
6682.24,4.95,versions and configurations to coexist
6684.58,5.64,the second option was introduced known
6687.19,6.48,as the hyper-v isolation with hyper-v
6690.22,5.46,isolation each container is run within a
6693.67,4.5,highly optimized virtual machine
6695.68,3.9,guaranteeing complete kernel isolation
6698.17,4.14,between the containers and the
6699.58,5.22,underlying host now while in the Linux
6702.31,4.95,world you had a number of base images
6704.8,5.4,for a Linux system such as Ubuntu debian
6707.26,4.86,fedora Alpine etc if you remember that
6710.2,4.08,that is what you specify at the
6712.12,4.53,beginning of the docker file in the
6714.28,5.37,windows world we have two options the
6716.65,5.76,Windows server core and nano server a
6719.65,4.83,nano server is a headless deployment
6722.41,4.5,option for Windows Server which runs at
6724.48,4.62,a fraction of size of the full operating
6726.91,5.25,system you can think of this like the
6729.1,6,Alpine image in Linux the windows server
6732.16,5.91,core though is not as light weight as
6735.1,5.19,you might expect it to be finally
6738.07,5.07,windows containers are supported on
6740.29,5.04,Windows Server 2016 nano server and
6743.14,4.86,windows 10 professional and Enterprise
6745.33,4.91,Edition remember on Windows 10
6748,5.27,professional and Enterprise Edition only
6750.24,5.68,supports hyper-v isolated containers
6753.27,4.9,meaning as we just discussed every
6755.92,5.31,container deployed is deployed on a
6758.17,6.6,highly optimized virtual machine well
6761.23,5.12,that's it about docker on windows now
6764.77,4.79,before I finish I want to
6766.35,5.22,point out one important fact we saw two
6769.56,3.98,ways of running a docker container using
6771.57,4.86,VirtualBox or hyper week but remember
6773.54,5.2,VirtualBox and hyper-v cannot coexist on
6776.43,4.41,the same Windows host so if you started
6778.74,4.44,off with docker toolbox with VirtualBox
6780.84,4.41,and if you plan to migrate to hyper-v
6783.18,3.78,remember you cannot have both solutions
6785.25,3.42,at the same time there is a migration
6786.96,3.96,and guide available on docker
6788.67,5.37,documentation page on how to migrate
6790.92,3.69,from Marshall box to hyper wait that's
6794.04,2.31,it for now
6794.61,13.7,thank you and I will see you the next
6796.35,15.06,lecture we now look at docker on Mac
6808.31,5.29,Locker on Mac is similar to docker on
6811.41,2.73,Windows there are two options to get
6813.6,3.03,started
6814.14,6.06,docker on Mac using docker toolbox or
6816.63,6.81,docker Desktop for Mac option let's look
6820.2,5.55,at the first option docker toolbox this
6823.44,5.61,was the original support for docker on
6825.75,6.45,Mac it is docker on a Linux VM created
6829.05,4.5,using VirtualBox on Mac as with Windows
6832.2,3.72,it has nothing to do with Mac
6833.55,4.62,applications or Mac based images or Mac
6835.92,5.64,containers it purely runs Linux
6838.17,5.55,containers on a Mac OS dog or toolbox
6841.56,4.2,contains a set of tools like Oracle
6843.72,4.02,VirtualBox docker and Jain docker
6845.76,4.2,machine docker compose and a user
6847.74,4.26,interface called CAD Matic when you
6849.96,4.86,download and install the docker toolbox
6852,5.07,executable it installs VirtualBox
6854.82,3.81,deploys lightweight VM called boot a
6857.07,2.07,docker which has dr running in it
6858.63,6.51,already
6859.14,8.13,this requires mac OS 10.8 or newer the
6865.14,5.07,second option is the newer option called
6867.27,5.16,docker Desktop for Mac with docker
6870.21,4.47,Desktop for Mac we take out or
6872.43,4.92,commercial box and use hyper cat
6874.68,4.95,virtualization technology during the
6877.35,4.77,installation process for docker for Mac
6879.63,5.1,it will still automatically create a
6882.12,4.59,Linux system underneath but this time it
6884.73,4.35,is created on hyper kit instead of
6886.71,3.77,Oracle VirtualBox and have dr. running
6889.08,5.91,on that system
6890.48,7.15,this requires Mac OS Sierra 10 or 12 or
6894.99,5.29,newer and Martin and the Mac hardware
6897.63,5.65,must be 2010 or newer model
6900.28,6.09,finally remember that all of this is to
6903.28,5.19,be able to run Linux container on Mac as
6906.37,5.52,of this recording there are no Mac based
6908.47,15.54,images or containers well that's it with
6911.89,14.73,docker on Mac for now we will now try to
6924.01,6.09,understand what container orchestration
6926.62,5.64,is so far in this course we've seen that
6930.1,4.17,with docker you can run a single
6932.26,4.77,instance of the application with a
6934.27,5.46,simple docker run command in this case
6937.03,5.07,to run a node.js based application
6939.73,4.89,you're on the docker run nodejs command
6942.1,5.1,but that's just one instance of your
6944.62,4.35,application on one docker host what
6947.2,4.71,happens when the number of users
6948.97,5.16,increase and that instance is no longer
6951.91,4.35,able to handle the load you deploy
6954.13,3.84,additional instance of your application
6956.26,4.08,by running the docker run command
6957.97,4.68,multiple times so that's something you
6960.34,4.11,have to do yourself you have to keep a
6962.65,3.06,close watch on the load and performance
6964.45,4.2,of your application and deploy
6965.71,4.71,additional instances yourself and not
6968.65,4.83,just that you have to keep a close watch
6970.42,5.76,on the health of these applications and
6973.48,4.62,if a container was to fail you should be
6976.18,3.99,able to detect that and run the docker
6978.1,4.83,run commander game to deploy another
6980.17,4.74,instance of that application what about
6982.93,4.47,the health of the docker host itself
6984.91,5.49,what if the host crashes and is
6987.4,6.39,inaccessible the containers hosted on
6990.4,5.52,that host become inaccessible too so
6993.79,4.49,what do you do in order to solve these
6995.92,5.13,issues you will need a dedicated
6998.28,5.2,engineer who can sit and monitor the
7001.05,4.59,state performance and health of the
7003.48,4.26,containers and take necessary actions to
7005.64,3.96,remediate the situation but when you
7007.74,4.11,have large applications deployed with
7009.6,5.43,tens of thousands of containers that's
7011.85,6.09,that's not a practical approach so you
7015.03,5.61,can build your own scripts and and that
7017.94,6.27,will help you tackle these issues to
7020.64,5.97,some extent container orchestration is
7024.21,5.19,just a solution for that it is a
7026.61,4.92,solution that consists of a set of tools
7029.4,4.27,and scripts that can help host
7031.53,4.149,containers in a production
7033.67,4.38,environment typically a container
7035.679,4.411,orchestration solution consists of
7038.05,5.189,multiple docker host that can host
7040.09,4.95,containers that way even if one fails
7043.239,4.291,the application is still accessible
7045.04,5.159,through the others the container
7047.53,5.01,orchestration solution easily allows you
7050.199,4.741,to deploy hundreds or thousands of
7052.54,5.52,instances of your application with a
7054.94,5.549,single command this is a command used
7058.06,4.23,for docker swarm we will look at the
7060.489,3.811,command itself in a bit
7062.29,4.74,some orchestration solutions can help
7064.3,5.46,you automatically scale up the number of
7067.03,4.5,instances when users increase and scale
7069.76,5.16,down the number of instances when the
7071.53,5.25,demand decreases some solutions can even
7074.92,4.02,help you in automatically adding
7076.78,4.68,additional hosts to support the user
7078.94,4.68,load and not just clustering and scaling
7081.46,4.41,the container orchestration solutions
7083.62,4.05,also provide support for advanced
7085.87,4.8,networking between these containers
7087.67,5.279,across different hosts as well as load
7090.67,3.9,balancing user requests across different
7092.949,3.901,house they also provide support for
7094.57,3.75,sharing storage between the house as
7096.85,3.57,well as support for configuration
7098.32,4.59,management and security within the
7100.42,4.47,cluster there are multiple container
7102.91,5.7,orchestration solutions available today
7104.89,6.599,docker has daher suam kubernetes from
7108.61,5.879,Google and mezzo mezz from Paget
7111.489,5.19,well docker swarm is really easy to set
7114.489,4.261,up and get started it lacks some of the
7116.679,3.81,advanced auto scaling features required
7118.75,5.19,for complex production grade
7120.489,5.281,applications mezzos on the other hand is
7123.94,2.19,quite difficult to set up and get
7125.77,2.96,started
7126.13,5.91,but supports many advanced features
7128.73,5.56,kubernetes arguably the most popular of
7132.04,4.05,it all is a bit difficult to set up and
7134.29,5.01,get started but provides a lot of
7136.09,5.69,options to customize deployments and has
7139.3,5.04,support for many different vendors
7141.78,5.26,kubernetes is now supported on all
7144.34,5.82,public cloud service providers like GCP
7147.04,5.49,azure and AWS and the kubernetes project
7150.16,5.4,is one of the top-ranked projects on
7152.53,5.459,github in the upcoming lectures we will
7155.56,4.04,take a quick look at docker swamp and
7157.989,10.911,kubernetes
7159.6,12.16,[Music]
7168.9,4.299,we will now get a quick introduction to
7171.76,4.53,docker swarm
7173.199,6.361,docker swarm has a lot of concepts to
7176.29,5.28,cover and requires its own course but we
7179.56,4.11,will try to take a quick look at some of
7181.57,5.58,the basic details so you can get a brief
7183.67,5.61,idea on what it is with docker swamp you
7187.15,4.41,could now combine multiple docker
7189.28,4.26,machines together into a single cluster
7191.56,4.02,docker swarm will take care of
7193.54,4.62,distributing your services or your
7195.58,5.28,application instances into separate
7198.16,5.19,hosts for high availability and for load
7200.86,5.28,balancing across different systems in
7203.35,5.31,hardware to set up a docker swamp you
7206.14,4.71,must first have hosts or multiple hosts
7208.66,4.53,with docker installed on them then you
7210.85,5.19,must designate one host to be the
7213.19,5.31,manager or the master or the swamp
7216.04,5.13,manager as it is called and others as
7218.5,4.62,slaves or workers once you're done with
7221.17,4.5,that run the docker swarm init command
7223.12,4.98,on the swarm manager and that will
7225.67,4.95,initialize the swamp manager the output
7228.1,5.13,will also provide the command to be run
7230.62,4.71,on the workers so copy the command and
7233.23,4.5,run it on the worker nodes to join the
7235.33,4.71,manager after joining the swamp the
7237.73,4.83,workers are also referred to as nodes
7240.04,6,and you're now ready to create services
7242.56,6.48,and deploy them on the swamp cluster so
7246.04,5.85,let's get into some more details as you
7249.04,3.69,already know to run an instance of my
7251.89,4.02,web server
7252.73,5.82,I run the docker run command and specify
7255.91,4.86,the name of the image I wish to run this
7258.55,5.49,creates a new container instance of my
7260.77,4.679,application and serves my web server now
7264.04,3.659,that we have learned how to create a
7265.449,4.561,swamp cluster how do I utilize my
7267.699,4.741,cluster to run multiple instances of my
7270.01,4.83,web server now one way to do this would
7272.44,4.86,be to run the docker run command on each
7274.84,4.71,worker node but that's not ideal as I
7277.3,4.29,might have to log into each node and run
7279.55,4.2,this command and there there could be
7281.59,4.35,hundreds of nodes I will have to set up
7283.75,4.5,load balancing myself a large monitor
7285.94,4.71,the state of each instance myself and if
7288.25,4.29,instances were to fail I'll have to
7290.65,2.67,restart them myself so it's going to be
7292.54,3.09,an impossible
7293.32,5.04,tasks that is where dr. Swan
7295.63,5.88,orchestration consent dr. Swan
7298.36,5.19,Orchestrator does all of this for us so
7301.51,4.14,far we've only set up this one cluster
7303.55,4.53,but we haven't seen orchestration in
7305.65,5.31,action the key component of suam
7308.08,5.49,orchestration is the docker service
7310.96,5.04,docker services are one or more
7313.57,4.71,instances of a single application or
7316,5.04,service that runs across to saw the
7318.28,4.26,nodes in the Swan cluster for example in
7321.04,4.44,this case I could create a docker
7322.54,5.16,service to run multiple instances of my
7325.48,4.8,web server application across worker
7327.7,5.04,nodes in my swamp cluster for this
7330.28,5.4,around the docker service create command
7332.74,5.79,on the manager node and specify my image
7335.68,5.4,name there which is my web server in
7338.53,4.98,this case and use the option replicas to
7341.08,4.35,specify the number of instances of my
7343.51,4.71,web server I would like to run across
7345.43,5.79,the cluster since I specified three
7348.22,5.37,replicas and I get three instances of my
7351.22,5.34,web server distributed across the
7353.59,5.22,different worker nodes remember the
7356.56,4.29,docker service command must be run on
7358.81,4.56,the manager node and not on the worker
7360.85,4.92,node the docker service create command
7363.37,4.59,is similar to the docker run command in
7365.77,5.31,terms of the options passed such as the
7367.96,6.09,- II environment variable the - key for
7371.08,5.97,publishing ports the network option to
7374.05,5.22,attach container to a network etc well
7377.05,4.95,that's a high-level introduction to dr.
7379.27,4.77,Swan there's a lot more to know such as
7382,4.83,configuring multiple managers overlay
7384.04,5.94,networks etc as I mentioned it requires
7386.83,5.82,its own separate course well that's it
7389.98,5.45,for now in the next lecture we will look
7392.65,11.71,at kubernetes at a higher level
7395.43,11.519,[Music]
7404.36,4.839,we will now get a brief introduction to
7406.949,5.46,basic kubernetes concepts again
7409.199,6.361,kubernetes requires its own course well
7412.409,5.071,a few courses at least five but we will
7415.56,5.159,try to get a brief introduction to it
7417.48,5.52,here with docker you were able to run a
7420.719,5.46,single instance of an application using
7423,5.88,the docker CLI by running the docker run
7426.179,5.131,command which is grid running an
7428.88,5.58,application has never been so easy
7431.31,6.42,before with kubernetes using the
7434.46,5.699,kubernetes CLI known as cube control you
7437.73,4.55,can run a thousand instance of the same
7440.159,5.161,application with a single command
7442.28,5.589,kubernetes can scale it up to two
7445.32,4.68,thousand with another command kubernetes
7447.869,4.681,can be even configured to do this
7450,5.04,automatically so that instances and the
7452.55,6.12,infrastructure itself can scale up and
7455.04,6.9,down based on user load kubernetes can
7458.67,6.239,upgrade these 2000 instances of the
7461.94,5.79,application in a rolling upgrade fashion
7464.909,4.741,one at a time with a single command if
7467.73,4.02,something goes wrong it can help you
7469.65,4.92,roll back these images with a single
7471.75,5.639,command kubernetes can help you test new
7474.57,4.68,features of your application by only
7477.389,4.531,upgrading a percentage of these
7479.25,4.8,instances through a be testing methods
7481.92,5.37,the kubernetes open architecture
7484.05,6.12,provides support for many many different
7487.29,5.13,network and storage vendors any network
7490.17,5.549,or storage brand that you can think of
7492.42,5.759,has a plugin for kubernetes kubernetes
7495.719,5.341,supports a variety of authentication and
7498.179,4.98,authorization mechanisms all major cloud
7501.06,5.67,service providers have native support
7503.159,6.241,for kubernetes so what's the relation
7506.73,5.48,between doctor and kubernetes well
7509.4,5.13,kubernetes uses docker host to host
7512.21,5.44,applications in the form of docker
7514.53,5.22,containers well it need not be docker
7517.65,4.62,all the time kubernetes supports
7519.75,4.909,alternatives to Dockers as well such as
7522.27,3.77,rocket or a cryo
7524.659,4.051,but let's take a quick look at the
7526.04,6.3,kubernetes architecture a kubernetes
7528.71,6.63,cluster consists of a set of nodes let
7532.34,5.28,us start with nodes a node is a machine
7535.34,4.47,physical or virtual on which a cobranet
7537.62,5.34,is the kubernetes software a set of
7539.81,5.369,tools are installed a node is a worker
7542.96,4.89,machine and that is where containers
7545.179,4.56,will be launched by kubernetes but what
7547.85,3.539,if the node on which the application is
7549.739,4.051,running fails well obviously our
7551.389,4.891,application goes down so you need to
7553.79,5.22,have more than one nodes a cluster is a
7556.28,4.95,set of nodes grouped together this way
7559.01,4.56,even if one node fails you have your
7561.23,5.94,application still accessible from the
7563.57,5.97,other nodes now we have a cluster but
7567.17,4.35,who is responsible for managing this
7569.54,4.17,cluster where is the information about
7571.52,4.83,the members of the cluster stored and
7573.71,4.469,how are the nodes monitored when a node
7576.35,4.26,fails how do you move the workload of
7578.179,5.701,the failed nodes to another worker node
7580.61,5.31,that's where the master comes in the
7583.88,5.13,master is a note with the kubernetes
7585.92,5.73,control plane components installed the
7589.01,4.83,master watches over the notes are in the
7591.65,4.86,cluster and is responsible for the
7593.84,4.859,actual orchestration of containers on
7596.51,5.189,the worker nodes when you install
7598.699,4.98,kubernetes on a system you're actually
7601.699,6.181,installing the following components an
7603.679,7.381,API server and EDD server a cubelet
7607.88,6.029,service contain a runtime engine like
7611.06,6.3,docker and a bunch of controllers and
7613.909,5.701,the scheduler the API server acts as the
7617.36,4.319,front end for kubernetes the users
7619.61,4.98,management devices command line
7621.679,4.681,interfaces all talk to the API server to
7624.59,4.47,interact with the kubernetes cluster
7626.36,5.43,next is the Etsy be a key value store
7629.06,5.28,the Etsy D is a distributed reliable key
7631.79,4.8,value store used by kubernetes to store
7634.34,4.26,all data used to manage the cluster
7636.59,4.56,think of it this way when you have
7638.6,4.889,multiple nodes and multiple masters in
7641.15,4.02,your cluster Etsy D stores all that
7643.489,4.591,information on all the nodes in the
7645.17,5.67,cluster in a distributed manner NCD is
7648.08,4.44,responsible for implementing locks
7650.84,4.56,within the cluster to ensure there are
7652.52,4.59,no conflicts between the masters the
7655.4,2.88,scheduler is responsible for
7657.11,3.509,distributing work
7658.28,4.379,containers across multiple notes it
7660.619,5.37,looks for newly created containers and
7662.659,5.46,assigns them to notes the controllers
7665.989,4.32,are the brain behind orchestration
7668.119,4.71,they're responsible for noticing and
7670.309,5.25,responding when notes containers or
7672.829,4.651,endpoints goes down the controllers
7675.559,4.5,makes decisions to bring up new
7677.48,5.099,containers in such cases the container
7680.059,5.011,runtime is the underlying software that
7682.579,5.761,is used to run containers in our case it
7685.07,5.609,happens to be docker and finally cubelet
7688.34,4.77,is the agent that runs on each node in
7690.679,4.56,the cluster the agent is responsible for
7693.11,4.799,making sure that the containers are
7695.239,5.13,running on the notes as expected and
7697.909,4.23,finally we also need to learn a little
7700.369,4.591,bit about one of the command-line
7702.139,5.1,utilities known as the cube command-line
7704.96,5.19,tool or the cube control tool or cube
7707.239,5.61,cuddle as it is also called the cube
7710.15,4.38,control tool is the kubernetes CLI which
7712.849,4.44,is used to deploy and manage
7714.53,4.919,applications on a kubernetes cluster to
7717.289,3.571,get cluster related information to get
7719.449,4.71,the status with the nodes in the cluster
7720.86,5.46,and many other things the cube control
7724.159,4.23,run command is used to deploy an
7726.32,4.049,application on the cluster the cube
7728.389,3.9,control cluster info command is used to
7730.369,4.411,view information about the cluster and
7732.289,4.441,the cube control get nodes command is
7734.78,5.22,used to list all the nodes part of the
7736.73,5.34,cluster so to run hundreds of instances
7740,5.01,of your application across hundreds of
7742.07,6.27,nodes all I need is a single kubernetes
7745.01,5.549,command like this well that's all we
7748.34,4.259,have for now a quick introduction to
7750.559,4.62,Cornelis and this architecture we
7752.599,5.761,currently have three courses on code
7755.179,5.281,cloud on kubernetes that will take you
7758.36,5.339,from the absolute beginner to a
7760.46,4.57,certified expert so have a look at it
7763.699,10.301,when you get a chance
7765.03,11.62,[Music]
7774,5.02,so we're at the end of this beginners
7776.65,4.83,course to docker I hope you had a great
7779.02,5.309,learning experience if so please leave a
7781.48,5.19,comment below if you like my way of
7784.329,5.16,teaching you will love my other courses
7786.67,5.239,hosted on my site at code cloud we have
7789.489,4.741,courses for docker swarm kubernetes
7791.909,5.23,advanced courses on kubernetes
7794.23,5.04,certifications as well as OpenShift we
7797.139,5.371,have courses for automation tools like
7799.27,7.4,angelo chef and puppet and many more on
7802.51,4.16,the way with it code cloud at
7806.82,4.529,www.kencostore.com or
7813.49,6.089,[Music]
